source,target,label,weight,id
user_263,movie_511,5,1.0,34690
user_321,movie_654,4,0.8,34802
user_382,movie_50,1,0.2,34934
user_161,movie_483,3,0.6,34942
user_382,movie_511,4,0.8,35167
user_383,movie_285,5,1.0,35228
user_583,movie_12,5,1.0,35293
user_325,movie_190,4,0.8,35306
user_503,movie_498,5,1.0,35336
user_562,movie_480,4,0.8,35339
user_48,movie_479,4,0.8,35515
user_144,movie_318,5,1.0,35518
user_423,movie_302,5,1.0,35523
user_573,movie_480,4,0.8,35675
user_535,movie_178,4,0.8,35684
user_312,movie_519,5,1.0,35719
user_379,movie_511,4,0.8,35771
user_455,movie_197,5,1.0,35874
user_234,movie_64,4,0.8,35899
user_533,movie_484,3,0.6,35973
user_236,movie_318,5,1.0,36023
user_91,movie_483,4,0.8,36032
user_298,movie_603,5,1.0,36044
user_169,movie_480,4,0.8,36070
user_202,movie_318,1,0.2,36086
user_13,movie_427,5,1.0,36106
user_623,movie_50,5,1.0,36143
user_420,movie_100,5,1.0,36167
user_196,movie_285,5,1.0,36282
user_313,movie_484,5,1.0,36380
user_469,movie_483,5,1.0,36439
user_553,movie_474,5,1.0,36467
user_6,movie_178,4,0.8,36508
user_389,movie_480,5,1.0,36514
user_406,movie_190,5,1.0,36553
user_516,movie_50,5,1.0,36567
user_614,movie_100,5,1.0,36674
user_308,movie_423,5,1.0,36833
user_562,movie_197,4,0.8,36839
user_343,movie_515,4,0.8,36901
user_406,movie_64,4,0.8,36929
user_458,movie_427,4,0.8,36946
user_6,movie_427,4,0.8,37002
user_585,movie_190,4,0.8,37090
user_458,movie_124,4,0.8,37111
user_318,movie_318,5,1.0,37222
user_533,movie_603,4,0.8,37274
user_296,movie_515,5,1.0,37337
user_7,movie_134,4,0.8,37391
user_548,movie_603,5,1.0,37488
user_524,movie_100,5,1.0,37560
user_15,movie_285,4,0.8,37597
user_503,movie_479,4,0.8,37612
user_488,movie_483,3,0.6,37655
user_562,movie_427,4,0.8,37679
user_14,movie_427,5,1.0,37785
user_491,movie_285,5,1.0,37827
user_644,movie_100,4,0.8,37868
user_144,movie_423,5,1.0,37918
user_138,movie_603,4,0.8,37933
user_10,movie_513,4,0.8,38002
user_370,movie_50,4,0.8,38032
user_553,movie_479,5,1.0,38118
user_82,movie_511,3,0.6,38121
user_426,movie_134,4,0.8,38247
user_59,movie_654,4,0.8,38263
user_481,movie_427,4,0.8,38338
user_271,movie_190,4,0.8,38634
user_638,movie_50,4,0.8,38646
user_539,movie_197,5,1.0,38683
user_481,movie_197,3,0.6,38690
user_474,movie_513,5,1.0,38822
user_503,movie_318,5,1.0,38891
user_26,movie_50,4,0.8,38898
user_481,movie_190,5,1.0,38903
user_161,movie_100,4,0.8,39024
user_488,movie_64,5,1.0,39034
user_360,movie_64,5,1.0,39051
user_548,movie_12,5,1.0,39082
user_559,movie_427,4,0.8,39169
user_553,movie_603,5,1.0,39182
user_312,movie_515,5,1.0,39323
user_60,movie_50,5,1.0,39370
user_157,movie_515,5,1.0,39391
user_455,movie_100,4,0.8,39584
user_480,movie_603,4,0.8,39613
user_14,movie_124,5,1.0,39635
user_644,movie_50,4,0.8,39707
user_559,movie_199,5,1.0,39803
user_59,movie_199,4,0.8,39824
user_6,movie_12,4,0.8,39888
user_650,movie_197,4,0.8,39953
user_590,movie_100,5,1.0,39975
user_524,movie_480,4,0.8,40043
user_650,movie_50,5,1.0,40101
user_321,movie_519,4,0.8,40250
user_234,movie_480,4,0.8,40290
user_559,movie_318,5,1.0,40308
user_623,movie_483,5,1.0,40330
user_548,movie_302,4,0.8,40340
user_6,movie_302,4,0.8,40413
user_90,movie_519,5,1.0,40553
user_108,movie_124,4,0.8,40629
user_650,movie_480,5,1.0,40634
user_655,movie_100,3,0.6,40670
user_370,movie_480,4,0.8,40709
user_548,movie_654,5,1.0,40824
user_401,movie_515,4,0.8,40968
user_343,movie_50,5,1.0,41007
user_552,movie_50,4,0.8,41015
user_237,movie_134,5,1.0,41061
user_574,movie_302,4,0.8,41120
user_65,movie_423,5,1.0,41138
user_59,movie_479,5,1.0,41233
user_234,movie_197,5,1.0,41254
user_389,movie_661,4,0.8,41280
user_648,movie_178,4,0.8,41303
user_263,movie_50,5,1.0,41317
user_662,movie_515,4,0.8,41331
user_234,movie_498,5,1.0,41452
user_553,movie_484,5,1.0,41479
user_474,movie_12,5,1.0,41579
user_370,movie_603,5,1.0,41617
user_90,movie_134,5,1.0,41624
user_360,movie_654,5,1.0,41651
user_136,movie_124,5,1.0,41665
user_662,movie_50,3,0.6,41705
user_85,movie_513,4,0.8,41706
user_409,movie_285,4,0.8,41719
user_533,movie_12,4,0.8,41755
user_90,movie_64,4,0.8,41871
user_629,movie_197,5,1.0,41887
user_464,movie_603,5,1.0,41904
user_316,movie_515,4,0.8,41935
user_553,movie_423,3,0.6,41948
user_271,movie_603,4,0.8,41949
user_638,movie_515,4,0.8,41950
user_535,movie_483,5,1.0,41954
user_144,movie_124,4,0.8,41966
user_650,movie_498,4,0.8,42056
user_602,movie_50,5,1.0,42168
user_549,movie_515,5,1.0,42170
user_469,movie_64,5,1.0,42231
user_97,movie_603,4,0.8,42245
user_59,movie_474,5,1.0,42257
user_90,movie_654,5,1.0,42348
user_298,movie_484,4,0.8,42467
user_481,movie_50,4,0.8,42479
user_308,movie_603,5,1.0,42520
user_650,movie_484,5,1.0,42601
user_559,movie_519,5,1.0,42625
user_533,movie_100,5,1.0,42805
user_503,movie_50,5,1.0,42859
user_539,movie_285,4,0.8,42894
user_515,movie_302,3,0.6,42984
user_655,movie_134,4,0.8,43002
user_426,movie_511,4,0.8,43074
user_426,movie_654,5,1.0,43081
user_271,movie_498,5,1.0,43193
user_296,movie_480,5,1.0,43220
user_426,movie_427,5,1.0,43355
user_89,movie_50,5,1.0,43367
user_524,movie_197,4,0.8,43444
user_666,movie_199,5,1.0,43461
user_629,movie_50,5,1.0,43473
user_14,movie_302,5,1.0,43474
user_455,movie_423,5,1.0,43530
user_10,movie_197,5,1.0,43654
user_426,movie_197,4,0.8,43757
user_326,movie_484,5,1.0,43784
user_343,movie_134,5,1.0,43791
user_370,movie_199,4,0.8,43792
user_559,movie_197,4,0.8,43812
user_672,movie_50,3,0.6,43818
user_559,movie_511,2,0.4,43826
user_401,movie_511,2,0.4,43891
user_232,movie_100,5,1.0,43896
user_693,movie_132,4,0.8,43929
user_701,movie_285,5,1.0,43999
user_693,movie_480,4,0.8,44020
user_492,movie_285,4,0.8,44021
user_639,movie_197,3,0.6,44029
user_699,movie_100,4,0.8,44034
user_349,movie_100,4,0.8,44065
user_553,movie_515,5,1.0,44101
user_481,movie_100,4,0.8,44161
user_85,movie_132,5,1.0,44201
user_455,movie_64,4,0.8,44258
user_666,movie_132,4,0.8,44337
user_683,movie_511,5,1.0,44343
user_82,movie_474,3,0.6,44463
user_111,movie_302,5,1.0,44538
user_492,movie_479,3,0.6,44574
user_409,movie_661,5,1.0,44575
user_204,movie_316,4,0.8,44605
user_573,movie_479,4,0.8,44606
user_426,movie_50,4,0.8,44625
user_420,movie_603,4,0.8,44660
user_379,movie_654,5,1.0,44728
user_666,movie_474,5,1.0,44729
user_474,movie_511,5,1.0,44747
user_454,movie_483,3,0.6,44860
user_693,movie_427,4,0.8,44906
user_704,movie_316,4,0.8,44994
user_488,movie_515,4,0.8,45004
user_389,movie_285,5,1.0,45123
user_701,movie_316,5,1.0,45180
user_234,movie_511,5,1.0,45211
user_573,movie_178,4,0.8,45229
user_707,movie_302,4,0.8,45275
user_236,movie_100,3,0.6,45296
user_591,movie_100,5,1.0,45471
user_370,movie_423,4,0.8,45479
user_383,movie_484,4,0.8,45540
user_313,movie_661,4,0.8,45615
user_312,movie_479,5,1.0,45640
user_503,movie_603,3,0.6,45647
user_389,movie_178,4,0.8,45676
user_379,movie_178,5,1.0,45721
user_638,movie_100,3,0.6,45749
user_308,movie_50,5,1.0,45817
user_639,movie_199,3,0.6,45818
user_503,movie_427,5,1.0,45853
user_503,movie_132,5,1.0,45981
user_666,movie_661,4,0.8,46097
user_656,movie_316,3,0.6,46102
user_426,movie_483,5,1.0,46245
user_236,movie_64,5,1.0,46259
user_666,movie_302,5,1.0,46319
user_488,movie_318,4,0.8,46383
user_524,movie_513,4,0.8,46399
user_666,movie_515,5,1.0,46438
user_87,movie_423,3,0.6,46460
user_707,movie_427,4,0.8,46499
user_499,movie_483,5,1.0,46519
user_694,movie_199,5,1.0,46579
user_694,movie_50,5,1.0,46583
user_298,movie_423,5,1.0,46601
user_499,movie_132,4,0.8,46627
user_648,movie_479,4,0.8,46728
user_722,movie_124,4,0.8,46761
user_590,movie_515,3,0.6,46797
user_97,movie_100,2,0.4,46826
user_455,movie_12,3,0.6,46880
user_629,movie_64,5,1.0,46944
user_474,movie_50,5,1.0,46973
user_169,movie_134,5,1.0,47093
user_141,movie_100,4,0.8,47225
user_383,movie_134,5,1.0,47316
user_533,movie_197,5,1.0,47372
user_237,movie_474,5,1.0,47466
user_169,movie_50,5,1.0,47571
user_745,movie_190,5,1.0,47581
user_539,movie_124,4,0.8,47603
user_123,movie_64,3,0.6,47607
user_328,movie_427,3,0.6,47615
user_491,movie_124,5,1.0,47632
user_533,movie_423,5,1.0,47705
user_458,movie_134,5,1.0,47720
user_480,movie_661,4,0.8,47784
user_607,movie_498,4,0.8,47816
user_506,movie_423,5,1.0,47840
user_499,movie_50,3,0.6,47947
user_731,movie_197,5,1.0,48020
user_701,movie_100,5,1.0,48057
user_549,movie_100,4,0.8,48065
user_655,movie_498,3,0.6,48131
user_639,movie_513,4,0.8,48150
user_694,movie_197,5,1.0,48167
user_699,movie_479,3,0.6,48170
user_384,movie_302,5,1.0,48199
user_655,movie_64,4,0.8,48213
user_503,movie_285,4,0.8,48256
user_325,movie_132,3,0.6,48392
user_480,movie_479,4,0.8,48447
user_683,movie_302,5,1.0,48468
user_474,movie_519,4,0.8,48486
user_707,movie_124,4,0.8,48526
user_489,movie_316,5,1.0,48565
user_271,movie_474,3,0.6,48654
user_629,movie_423,5,1.0,48657
user_469,movie_511,5,1.0,48666
user_594,movie_50,3,0.6,48679
user_454,movie_199,3,0.6,48739
user_406,movie_480,4,0.8,48902
user_460,movie_515,5,1.0,48948
user_553,movie_661,5,1.0,49017
user_458,movie_474,4,0.8,49019
user_312,movie_427,5,1.0,49206
user_655,movie_654,3,0.6,49217
user_60,movie_513,5,1.0,49224
user_666,movie_427,4,0.8,49292
user_694,movie_654,4,0.8,49330
user_59,movie_197,5,1.0,49407
user_211,movie_64,3,0.6,49433
user_488,movie_50,4,0.8,49448
user_520,movie_302,3,0.6,49451
user_232,movie_423,4,0.8,49506
user_72,movie_50,2,0.4,49542
user_480,movie_511,4,0.8,49610
user_13,movie_199,5,1.0,49675
user_296,movie_50,5,1.0,49731
user_409,movie_498,4,0.8,49752
user_548,movie_100,5,1.0,49755
user_524,movie_124,5,1.0,49805
user_639,movie_427,4,0.8,49826
user_237,movie_498,4,0.8,49943
user_271,movie_511,5,1.0,49957
user_389,movie_427,5,1.0,50004
user_704,movie_50,5,1.0,50077
user_464,movie_302,5,1.0,50081
user_650,movie_515,4,0.8,50115
user_236,movie_427,5,1.0,50160
user_524,movie_484,4,0.8,50186
user_308,movie_134,5,1.0,50192
user_655,movie_124,3,0.6,50197
user_329,movie_199,4,0.8,50225
user_655,movie_50,4,0.8,50253
user_426,movie_178,4,0.8,50260
user_360,movie_661,5,1.0,50263
user_704,movie_178,5,1.0,50311
user_707,movie_12,3,0.6,50406
user_699,movie_285,4,0.8,50417
user_454,movie_134,3,0.6,50479
user_406,movie_134,5,1.0,50483
user_693,movie_423,3,0.6,50509
user_745,movie_519,5,1.0,50590
user_524,movie_511,5,1.0,50641
user_480,movie_64,3,0.6,50651
user_492,movie_134,3,0.6,50741
user_192,movie_515,4,0.8,50878
user_655,movie_474,3,0.6,50891
user_172,movie_124,4,0.8,50965
user_326,movie_515,5,1.0,50994
user_745,movie_285,1,0.2,51007
user_573,movie_513,4,0.8,51051
user_382,movie_134,3,0.6,51057
user_736,movie_50,3,0.6,51084
user_553,movie_513,4,0.8,51208
user_195,movie_134,5,1.0,51211
user_333,movie_100,4,0.8,51306
user_766,movie_483,3,0.6,51456
user_59,movie_190,5,1.0,51461
user_413,movie_50,5,1.0,51521
user_343,movie_318,5,1.0,51542
user_458,movie_654,5,1.0,51544
user_503,movie_423,5,1.0,51552
user_492,movie_654,4,0.8,51555
user_211,movie_199,5,1.0,51619
user_6,movie_519,5,1.0,51726
user_420,movie_513,5,1.0,51775
user_133,movie_316,4,0.8,51887
user_313,movie_519,5,1.0,51895
user_788,movie_480,3,0.6,51937
user_553,movie_100,5,1.0,51938
user_13,movie_50,5,1.0,51988
user_607,movie_511,5,1.0,52069
user_499,movie_484,4,0.8,52087
user_629,movie_199,5,1.0,52113
user_533,movie_134,4,0.8,52212
user_655,movie_190,3,0.6,52217
user_648,movie_519,4,0.8,52283
user_144,movie_474,4,0.8,52318
user_271,movie_302,5,1.0,52346
user_121,movie_197,4,0.8,52377
user_491,movie_100,5,1.0,52472
user_607,movie_483,4,0.8,52486
user_364,movie_302,4,0.8,52496
user_777,movie_100,1,0.2,52572
user_704,movie_654,5,1.0,52676
user_454,movie_423,4,0.8,52761
user_683,movie_316,4,0.8,52793
user_308,movie_285,5,1.0,52847
user_343,movie_197,4,0.8,52895
user_82,movie_197,4,0.8,52931
user_499,movie_12,5,1.0,52936
user_395,movie_50,5,1.0,53005
user_780,movie_199,5,1.0,53050
user_7,movie_513,4,0.8,53088
user_694,movie_178,4,0.8,53146
user_389,movie_197,5,1.0,53216
user_766,movie_134,5,1.0,53256
user_666,movie_603,4,0.8,53313
user_161,movie_316,5,1.0,53323
user_488,movie_190,5,1.0,53396
user_234,movie_199,5,1.0,53399
user_573,movie_50,4,0.8,53430
user_672,movie_124,3,0.6,53449
user_524,movie_50,4,0.8,53487
user_799,movie_479,5,1.0,53495
user_325,movie_480,4,0.8,53600
user_503,movie_12,3,0.6,53653
user_753,movie_515,5,1.0,53659
user_648,movie_498,3,0.6,53694
user_60,movie_479,5,1.0,53782
user_704,movie_302,4,0.8,54001
user_401,movie_302,3,0.6,54012
user_474,movie_302,5,1.0,54070
user_535,movie_654,5,1.0,54104
user_650,movie_654,3,0.6,54171
user_666,movie_197,4,0.8,54222
user_766,movie_423,3,0.6,54288
user_553,movie_190,5,1.0,54323
user_420,movie_484,5,1.0,54383
user_474,movie_64,5,1.0,54393
user_655,movie_302,4,0.8,54416
user_492,movie_100,4,0.8,54443
user_639,movie_178,5,1.0,54492
user_576,movie_50,4,0.8,54615
user_694,movie_423,5,1.0,54684
user_499,movie_474,4,0.8,54758
user_766,movie_654,4,0.8,54764
user_236,movie_50,3,0.6,54777
user_513,movie_50,5,1.0,54861
user_825,movie_423,5,1.0,54943
user_736,movie_515,5,1.0,55042
user_7,movie_474,5,1.0,55073
user_469,movie_474,5,1.0,55102
user_678,movie_50,4,0.8,55108
user_325,movie_199,5,1.0,55194
user_85,movie_483,5,1.0,55284
user_318,movie_100,5,1.0,55286
user_745,movie_515,4,0.8,55370
user_694,movie_132,5,1.0,55402
user_655,movie_483,4,0.8,55620
user_720,movie_302,5,1.0,55630
user_426,movie_474,4,0.8,55748
user_2,movie_100,5,1.0,55791
user_753,movie_484,5,1.0,55812
user_807,movie_427,4,0.8,55838
user_188,movie_519,4,0.8,55961
user_458,movie_285,4,0.8,55978
user_788,movie_302,4,0.8,56071
user_392,movie_197,5,1.0,56089
user_370,movie_134,4,0.8,56108
user_767,movie_100,5,1.0,56221
user_799,movie_50,4,0.8,56242
user_650,movie_134,5,1.0,56267
user_693,movie_483,3,0.6,56299
user_326,movie_498,5,1.0,56341
user_836,movie_12,5,1.0,56474
user_807,movie_498,4,0.8,56482
user_648,movie_199,4,0.8,56484
user_693,movie_318,4,0.8,56530
user_520,movie_100,4,0.8,56547
user_753,movie_483,5,1.0,56561
user_607,movie_474,4,0.8,56595
user_797,movie_50,5,1.0,56666
user_564,movie_50,4,0.8,56680
user_460,movie_285,4,0.8,56743
user_704,movie_480,5,1.0,56745
user_666,movie_423,3,0.6,56833
user_693,movie_64,3,0.6,56834
user_650,movie_199,4,0.8,56867
user_524,movie_654,5,1.0,56877
user_788,movie_483,5,1.0,56897
user_745,movie_100,5,1.0,56949
user_780,movie_423,5,1.0,56960
user_666,movie_134,5,1.0,57020
user_666,movie_318,5,1.0,57069
user_360,movie_199,5,1.0,57251
user_694,movie_480,4,0.8,57262
user_454,movie_124,4,0.8,57304
user_325,movie_134,4,0.8,57372
user_830,movie_100,5,1.0,57403
user_766,movie_318,5,1.0,57434
user_830,movie_511,5,1.0,57449
user_231,movie_50,4,0.8,57458
user_234,movie_479,5,1.0,57482
user_745,movie_480,3,0.6,57541
user_666,movie_519,4,0.8,57578
user_29,movie_12,5,1.0,57596
user_227,movie_285,4,0.8,57615
user_553,movie_519,5,1.0,57619
user_655,movie_285,4,0.8,57631
user_648,movie_483,5,1.0,57676
user_13,movie_197,4,0.8,57753
user_458,movie_190,4,0.8,57937
user_65,movie_511,4,0.8,57963
user_308,movie_519,4,0.8,57965
user_707,movie_100,5,1.0,57982
user_835,movie_654,5,1.0,57987
user_829,movie_318,5,1.0,57998
user_383,movie_132,5,1.0,58035
user_639,movie_12,3,0.6,58266
user_835,movie_50,4,0.8,58270
user_853,movie_302,4,0.8,58339
user_85,movie_50,5,1.0,58617
user_328,movie_318,5,1.0,58672
user_524,movie_498,5,1.0,58678
user_825,movie_50,4,0.8,58741
user_392,movie_50,5,1.0,58750
user_755,movie_302,4,0.8,58773
user_188,movie_318,5,1.0,58918
user_234,movie_100,4,0.8,58968
user_298,movie_132,5,1.0,58974
user_535,movie_511,3,0.6,58993
user_158,movie_511,5,1.0,59052
user_212,movie_318,5,1.0,59060
user_553,movie_197,5,1.0,59161
user_572,movie_124,5,1.0,59245
user_225,movie_603,5,1.0,59252
user_701,movie_50,5,1.0,59309
user_707,movie_498,3,0.6,59324
user_535,movie_64,5,1.0,59380
user_629,movie_12,5,1.0,59381
user_848,movie_480,5,1.0,59493
user_480,movie_100,4,0.8,59663
user_6,movie_132,5,1.0,59801
user_2,movie_285,5,1.0,59824
user_298,movie_479,5,1.0,59830
user_308,movie_132,3,0.6,59851
user_753,movie_50,4,0.8,59966
user_488,movie_498,3,0.6,59989
user_731,movie_132,3,0.6,60079
user_662,movie_285,5,1.0,60105
user_753,movie_199,5,1.0,60111
user_731,movie_480,4,0.8,60127
user_694,movie_519,4,0.8,60134
user_650,movie_661,3,0.6,60209
user_524,movie_132,4,0.8,60285
user_552,movie_515,3,0.6,60299
user_848,movie_318,5,1.0,60323
user_360,movie_479,4,0.8,60328
user_481,movie_479,4,0.8,60394
user_401,movie_484,3,0.6,60447
user_188,movie_199,4,0.8,60675
user_693,movie_199,3,0.6,60732
user_308,movie_661,4,0.8,60789
user_60,movie_134,4,0.8,60804
user_559,movie_12,3,0.6,60909
user_878,movie_427,5,1.0,60914
user_271,movie_124,4,0.8,60916
user_574,movie_316,4,0.8,60982
user_59,movie_480,5,1.0,61057
user_328,movie_302,4,0.8,61089
user_533,movie_318,5,1.0,61101
user_82,movie_100,5,1.0,61169
user_745,movie_124,5,1.0,61271
user_370,movie_100,4,0.8,61341
user_728,movie_100,5,1.0,61393
user_848,movie_423,4,0.8,61401
user_878,movie_511,4,0.8,61488
user_236,movie_199,4,0.8,61500
user_562,movie_132,4,0.8,61525
user_6,movie_474,5,1.0,61567
user_883,movie_50,4,0.8,61607
user_594,movie_483,3,0.6,61610
user_648,movie_423,4,0.8,61867
user_648,movie_484,5,1.0,61935
user_383,movie_479,4,0.8,61950
user_583,movie_513,5,1.0,61954
user_830,movie_50,5,1.0,62028
user_650,movie_316,3,0.6,62328
user_321,movie_197,5,1.0,62467
user_192,movie_100,5,1.0,62476
user_65,movie_64,5,1.0,62555
user_753,movie_134,4,0.8,62644
user_559,movie_515,4,0.8,62688
user_296,movie_483,5,1.0,62697
user_636,movie_100,5,1.0,62873
user_329,movie_302,5,1.0,62922
user_10,movie_654,5,1.0,62927
user_799,movie_654,5,1.0,62993
user_894,movie_134,4,0.8,63025
user_91,movie_511,5,1.0,63027
user_481,movie_484,4,0.8,63109
user_458,movie_603,4,0.8,63160
user_469,movie_199,4,0.8,63187
user_694,movie_511,5,1.0,63229
user_271,movie_480,4,0.8,63230
user_788,movie_474,3,0.6,63256
user_728,movie_285,4,0.8,63325
user_731,movie_427,5,1.0,63368
user_313,movie_654,5,1.0,63399
user_894,movie_302,4,0.8,63409
user_825,movie_515,4,0.8,63411
user_780,movie_511,5,1.0,63423
user_629,movie_132,5,1.0,63656
user_852,movie_515,5,1.0,63677
user_891,movie_50,4,0.8,63690
user_298,movie_199,4,0.8,63692
user_835,movie_197,5,1.0,63733
user_704,movie_603,5,1.0,63861
user_406,movie_132,5,1.0,63901
user_263,movie_199,5,1.0,63966
user_666,movie_480,4,0.8,63988
user_553,movie_480,5,1.0,63995
user_533,movie_132,5,1.0,64067
user_85,movie_64,5,1.0,64144
user_906,movie_100,4,0.8,64153
user_409,movie_100,5,1.0,64238
user_733,movie_302,4,0.8,64307
user_60,movie_484,5,1.0,64364
user_539,movie_603,4,0.8,64376
user_650,movie_603,4,0.8,64397
user_395,movie_100,4,0.8,64477
user_13,movie_511,5,1.0,64551
user_876,movie_178,4,0.8,64569
user_788,movie_519,4,0.8,64581
user_650,movie_427,4,0.8,64598
user_650,movie_423,3,0.6,64705
user_808,movie_302,5,1.0,64708
user_328,movie_64,4,0.8,64915
user_144,movie_12,4,0.8,65000
user_480,movie_12,5,1.0,65006
user_533,movie_474,3,0.6,65010
user_902,movie_318,5,1.0,65028
user_395,movie_423,5,1.0,65051
user_591,movie_285,5,1.0,65229
user_553,movie_132,4,0.8,65454
user_312,movie_178,5,1.0,65638
user_914,movie_197,4,0.8,65810
user_894,movie_285,4,0.8,65822
user_788,movie_318,5,1.0,65895
user_931,movie_50,3,0.6,66072
user_650,movie_483,5,1.0,66100
user_883,movie_64,4,0.8,66134
user_694,movie_498,5,1.0,66282
user_932,movie_285,4,0.8,66292
user_82,movie_50,5,1.0,66564
user_934,movie_50,5,1.0,66640
user_934,movie_423,3,0.6,66649
user_704,movie_661,4,0.8,66678
user_370,movie_302,5,1.0,66729
user_539,movie_132,5,1.0,66747
user_900,movie_474,4,0.8,66806
user_271,movie_654,5,1.0,66865
user_825,movie_12,5,1.0,66877
user_745,movie_427,4,0.8,66936
user_788,movie_661,5,1.0,66972
user_59,movie_603,5,1.0,66995
user_454,movie_480,4,0.8,66996
user_935,movie_100,3,0.6,67008
user_696,movie_427,5,1.0,67012
user_830,movie_480,5,1.0,67066
user_912,movie_132,5,1.0,67073
user_767,movie_483,5,1.0,67120
user_389,movie_302,5,1.0,67187
user_185,movie_178,4,0.8,67225
user_902,movie_50,5,1.0,67240
user_942,movie_423,5,1.0,67298
user_894,movie_511,4,0.8,67351
user_463,movie_302,5,1.0,67443
user_298,movie_50,5,1.0,67524
user_491,movie_513,5,1.0,67750
user_90,movie_511,5,1.0,67860
user_458,movie_519,4,0.8,67893
user_942,movie_427,5,1.0,68109
user_308,movie_479,5,1.0,68182
user_836,movie_134,3,0.6,68197
user_312,movie_661,5,1.0,68204
user_72,movie_654,4,0.8,68265
user_929,movie_134,4,0.8,68300
user_535,movie_427,4,0.8,68314
user_474,movie_197,5,1.0,68340
user_752,movie_316,3,0.6,68354
user_321,movie_511,4,0.8,68358
user_788,movie_12,5,1.0,68369
user_707,movie_603,3,0.6,68536
user_934,movie_197,5,1.0,68623
user_308,movie_654,5,1.0,68662
user_929,movie_515,5,1.0,68683
user_370,movie_427,5,1.0,68746
user_807,movie_511,5,1.0,68792
user_937,movie_285,4,0.8,68826
user_574,movie_100,5,1.0,68852
user_389,movie_134,5,1.0,68855
user_704,movie_318,5,1.0,68857
user_158,movie_302,4,0.8,68902
user_894,movie_479,5,1.0,68911
user_829,movie_100,4,0.8,68962
user_902,movie_134,3,0.6,68996
user_788,movie_64,5,1.0,69030
user_298,movie_427,5,1.0,69035
user_488,movie_197,2,0.4,69119
user_639,movie_519,4,0.8,69167
user_524,movie_661,3,0.6,69188
user_474,movie_318,5,1.0,69221
user_535,movie_100,5,1.0,69309
user_85,movie_519,4,0.8,69350
user_878,movie_50,4,0.8,69410
user_693,movie_12,4,0.8,69499
user_655,movie_178,4,0.8,69776
user_460,movie_100,5,1.0,69831
user_480,movie_50,4,0.8,69900
user_392,movie_513,5,1.0,69902
user_883,movie_197,4,0.8,69951
user_733,movie_124,5,1.0,69955
user_458,movie_484,5,1.0,70028
user_85,movie_316,3,0.6,70079
user_329,movie_50,4,0.8,70091
user_878,movie_100,2,0.4,70119
user_655,movie_423,3,0.6,70210
user_655,movie_511,3,0.6,70311
user_651,movie_285,4,0.8,70374
user_932,movie_483,5,1.0,70421
user_713,movie_302,4,0.8,70430
user_942,movie_511,4,0.8,70448
user_227,movie_100,5,1.0,70491
user_745,movie_64,5,1.0,70537
user_848,movie_603,5,1.0,70574
user_929,movie_474,4,0.8,70590
user_799,movie_484,3,0.6,70665
user_480,movie_197,3,0.6,70753
user_474,movie_515,5,1.0,70809
user_894,movie_515,4,0.8,71004
user_263,movie_484,4,0.8,71043
user_455,movie_124,4,0.8,71050
user_296,movie_285,5,1.0,71052
user_360,movie_285,5,1.0,71053
user_481,movie_498,5,1.0,71098
user_836,movie_654,5,1.0,71155
user_185,movie_50,4,0.8,71223
user_775,movie_302,3,0.6,71228
user_455,movie_50,5,1.0,71360
user_934,movie_100,4,0.8,71372
user_90,movie_316,5,1.0,71511
user_420,movie_190,5,1.0,71531
user_696,movie_302,5,1.0,71631
user_562,movie_318,3,0.6,71689
user_13,movie_474,4,0.8,71700
user_788,movie_100,5,1.0,71761
user_161,movie_197,3,0.6,71832
user_902,movie_515,5,1.0,72079
user_912,movie_483,5,1.0,72089
user_639,movie_483,5,1.0,72106
user_480,movie_654,4,0.8,72149
user_707,movie_64,3,0.6,72217
user_937,movie_515,5,1.0,72247
user_809,movie_302,5,1.0,72309
user_912,movie_423,5,1.0,72402
user_7,movie_132,5,1.0,72444
user_699,movie_50,3,0.6,72449
user_321,movie_603,5,1.0,72487
user_648,movie_197,3,0.6,72529
user_678,movie_515,4,0.8,72564
user_85,movie_515,5,1.0,72597
user_326,movie_178,5,1.0,72627
user_908,movie_479,4,0.8,72652
user_313,movie_511,4,0.8,72672
user_860,movie_285,5,1.0,72676
user_931,movie_515,5,1.0,72697
user_878,movie_197,4,0.8,72761
user_900,movie_124,4,0.8,72778
user_900,movie_480,4,0.8,72848
user_7,movie_427,5,1.0,72876
user_458,movie_302,5,1.0,72915
user_524,movie_515,4,0.8,72981
user_59,movie_515,4,0.8,73024
user_552,movie_100,4,0.8,73077
user_866,movie_302,2,0.4,73097
user_912,movie_318,4,0.8,73143
user_912,movie_197,5,1.0,73165
user_788,movie_427,2,0.4,73181
user_639,movie_661,4,0.8,73217
user_559,movie_661,3,0.6,73245
user_722,movie_100,4,0.8,73327
user_883,movie_134,5,1.0,73362
user_312,movie_50,5,1.0,73436
user_60,movie_654,4,0.8,73447
user_121,movie_50,5,1.0,73505
user_932,movie_498,5,1.0,73552
user_932,movie_515,4,0.8,73562
user_389,movie_603,5,1.0,73640
user_942,movie_479,4,0.8,73677
user_474,movie_479,5,1.0,73741
user_406,movie_513,5,1.0,73798
user_474,movie_423,5,1.0,73840
user_14,movie_654,4,0.8,73876
user_553,movie_498,4,0.8,73936
user_121,movie_12,5,1.0,73986
user_902,movie_480,5,1.0,74017
user_829,movie_124,4,0.8,74086
user_169,movie_199,4,0.8,74137
user_835,movie_423,4,0.8,74167
user_655,movie_12,3,0.6,74181
