source,target,type,id,label,weight
"user_318","movie_697","rated",18894,5,5
"user_58","movie_13","rated",18895,3,3
"user_354","movie_136","rated",18896,5,5
"user_158","movie_235","rated",18897,1,1
"user_87","movie_628","rated",18898,4,4
"user_294","movie_749","rated",18899,3,3
"user_26","movie_742","rated",18900,3,3
"user_378","movie_12","rated",18901,5,5
"user_334","movie_135","rated",18902,4,4
"user_279","movie_40","rated",18903,4,4
"user_366","movie_184","rated",18904,4,4
"user_406","movie_1267","rated",18905,3,3
"user_255","movie_441","rated",18906,2,2
"user_450","movie_265","rated",18907,5,5
"user_232","movie_919","rated",18908,3,3
"user_246","movie_176","rated",18909,4,4
"user_361","movie_435","rated",18910,5,5
"user_412","movie_634","rated",18911,5,5
"user_449","movie_1009","rated",18912,4,4
"user_450","movie_1226","rated",18913,4,4
"user_64","movie_311","rated",18914,2,2
"user_216","movie_928","rated",18915,3,3
"user_265","movie_591","rated",18916,5,5
"user_30","movie_7","rated",18917,4,4
"user_429","movie_410","rated",18918,4,4
"user_64","movie_4","rated",18919,3,3
"user_403","movie_258","rated",18920,4,4
"user_445","movie_763","rated",18921,2,2
"user_269","movie_597","rated",18922,1,1
"user_417","movie_614","rated",18923,3,3
"user_301","movie_179","rated",18924,3,3
"user_234","movie_651","rated",18925,4,4
"user_104","movie_331","rated",18926,3,3
"user_406","movie_732","rated",18927,4,4
"user_206","movie_309","rated",18928,2,2
"user_167","movie_235","rated",18929,3,3
"user_70","movie_625","rated",18930,3,3
"user_4","movie_354","rated",18931,5,5
"user_330","movie_161","rated",18932,4,4
"user_95","movie_443","rated",18933,3,3
"user_181","movie_841","rated",18934,1,1
"user_417","movie_127","rated",18935,4,4
"user_454","movie_633","rated",18936,2,2
"user_389","movie_699","rated",18937,5,5
"user_158","movie_154","rated",18938,4,4
"user_405","movie_217","rated",18939,1,1
"user_157","movie_268","rated",18940,5,5
"user_102","movie_363","rated",18941,2,2
"user_327","movie_1131","rated",18942,4,4
"user_379","movie_23","rated",18943,4,4
"user_276","movie_876","rated",18944,3,3
"user_200","movie_140","rated",18945,4,4
"user_454","movie_181","rated",18946,3,3
"user_308","movie_226","rated",18947,3,3
"user_79","movie_1017","rated",18948,3,3
"user_99","movie_406","rated",18949,3,3
"user_292","movie_190","rated",18950,5,5
"user_160","movie_1","rated",18951,4,4
"user_296","movie_652","rated",18952,4,4
"user_89","movie_815","rated",18953,4,4
"user_299","movie_175","rated",18954,5,5
"user_92","movie_1012","rated",18955,4,4
"user_361","movie_654","rated",18956,4,4
"user_303","movie_1187","rated",18957,4,4
"user_416","movie_959","rated",18958,5,5
"user_227","movie_1017","rated",18959,4,4
"user_64","movie_52","rated",18960,3,3
"user_435","movie_554","rated",18961,3,3
"user_296","movie_89","rated",18962,5,5
"user_303","movie_229","rated",18963,3,3
"user_228","movie_272","rated",18964,5,5
"user_319","movie_333","rated",18965,4,4
"user_94","movie_161","rated",18966,3,3
"user_321","movie_14","rated",18967,3,3
"user_448","movie_1294","rated",18968,1,1
"user_452","movie_495","rated",18969,4,4
"user_267","movie_80","rated",18970,4,4
"user_92","movie_802","rated",18971,2,2
"user_337","movie_121","rated",18972,5,5
"user_102","movie_720","rated",18973,2,2
"user_279","movie_273","rated",18974,2,2
"user_450","movie_183","rated",18975,4,4
"user_310","movie_222","rated",18976,3,3
"user_154","movie_479","rated",18977,4,4
"user_83","movie_405","rated",18978,5,5
"user_43","movie_732","rated",18979,4,4
"user_268","movie_97","rated",18980,4,4
"user_92","movie_410","rated",18981,3,3
"user_43","movie_77","rated",18982,3,3
"user_407","movie_476","rated",18983,2,2
"user_234","movie_1456","rated",18984,4,4
"user_164","movie_237","rated",18985,2,2
"user_330","movie_527","rated",18986,3,3
"user_373","movie_709","rated",18987,5,5
"user_271","movie_644","rated",18988,3,3
"user_130","movie_295","rated",18989,3,3
"user_193","movie_928","rated",18990,2,2
"user_160","movie_50","rated",18991,4,4
"user_439","movie_14","rated",18992,5,5
"user_307","movie_186","rated",18993,5,5
"user_432","movie_1047","rated",18994,5,5
"user_416","movie_332","rated",18995,4,4
"user_145","movie_739","rated",18996,2,2
"user_429","movie_1224","rated",18997,2,2
"user_75","movie_411","rated",18998,5,5
"user_405","movie_88","rated",18999,3,3
"user_445","movie_1245","rated",19000,1,1
"user_363","movie_91","rated",19001,4,4
"user_436","movie_433","rated",19002,5,5
"user_393","movie_831","rated",19003,1,1
"user_173","movie_879","rated",19004,5,5
"user_382","movie_639","rated",19005,3,3
"user_336","movie_1098","rated",19006,3,3
"user_416","movie_64","rated",19007,5,5
"user_26","movie_1008","rated",19008,3,3
"user_380","movie_483","rated",19009,4,4
"user_436","movie_1206","rated",19010,3,3
"user_303","movie_809","rated",19011,2,2
"user_246","movie_743","rated",19012,1,1
"user_73","movie_518","rated",19013,5,5
"user_389","movie_1518","rated",19014,2,2
"user_48","movie_71","rated",19015,3,3
"user_334","movie_319","rated",19016,3,3
"user_406","movie_164","rated",19017,5,5
"user_267","movie_228","rated",19018,5,5
"user_18","movie_527","rated",19019,4,4
"user_314","movie_739","rated",19020,5,5
"user_385","movie_942","rated",19021,2,2
"user_246","movie_265","rated",19022,4,4
"user_130","movie_1273","rated",19023,2,2
"user_330","movie_95","rated",19024,5,5
"user_5","movie_209","rated",19025,5,5
"user_297","movie_70","rated",19026,5,5
"user_87","movie_120","rated",19027,2,2
"user_178","movie_895","rated",19028,3,3
"user_332","movie_684","rated",19029,5,5
"user_321","movie_730","rated",19030,3,3
"user_437","movie_451","rated",19031,5,5
"user_320","movie_62","rated",19032,4,4
"user_447","movie_148","rated",19033,4,4
"user_401","movie_70","rated",19034,4,4
"user_251","movie_288","rated",19035,4,4
"user_110","movie_1188","rated",19036,4,4
"user_314","movie_409","rated",19037,4,4
"user_94","movie_1147","rated",19038,4,4
"user_436","movie_503","rated",19039,4,4
"user_347","movie_241","rated",19040,3,3
"user_452","movie_134","rated",19041,3,3
"user_396","movie_1","rated",19042,4,4
"user_130","movie_202","rated",19043,5,5
"user_423","movie_269","rated",19044,3,3
"user_276","movie_581","rated",19045,4,4
"user_222","movie_222","rated",19046,4,4
"user_280","movie_288","rated",19047,5,5
"user_244","movie_566","rated",19048,4,4
"user_295","movie_371","rated",19049,4,4
"user_423","movie_15","rated",19050,4,4
"user_168","movie_259","rated",19051,2,2
"user_205","movie_328","rated",19052,3,3
"user_183","movie_294","rated",19053,3,3
"user_167","movie_949","rated",19054,1,1
"user_452","movie_736","rated",19055,3,3
"user_193","movie_327","rated",19056,1,1
"user_349","movie_288","rated",19057,3,3
"user_391","movie_748","rated",19058,3,3
"user_398","movie_58","rated",19059,4,4
"user_140","movie_872","rated",19060,3,3
"user_440","movie_886","rated",19061,5,5
"user_374","movie_369","rated",19062,1,1
"user_320","movie_38","rated",19063,4,4
"user_244","movie_40","rated",19064,2,2
"user_308","movie_686","rated",19065,4,4
"user_224","movie_686","rated",19066,4,4
"user_397","movie_327","rated",19067,2,2
"user_271","movie_312","rated",19068,2,2
"user_11","movie_51","rated",19069,4,4
"user_344","movie_535","rated",19070,3,3
"user_109","movie_1023","rated",19071,2,2
"user_199","movie_989","rated",19072,1,1
"user_43","movie_950","rated",19073,3,3
"user_181","movie_147","rated",19074,1,1
"user_258","movie_690","rated",19075,4,4
"user_450","movie_1037","rated",19076,2,2
"user_60","movie_478","rated",19077,3,3
"user_85","movie_1131","rated",19078,4,4
"user_62","movie_763","rated",19079,1,1
"user_362","movie_294","rated",19080,3,3
"user_326","movie_525","rated",19081,5,5
"user_176","movie_270","rated",19082,4,4
"user_81","movie_222","rated",19083,2,2
"user_95","movie_560","rated",19084,1,1
"user_21","movie_327","rated",19085,3,3
"user_416","movie_174","rated",19086,5,5
"user_397","movie_183","rated",19087,4,4
"user_129","movie_288","rated",19088,1,1
"user_354","movie_211","rated",19089,2,2
"user_409","movie_203","rated",19090,5,5
"user_119","movie_282","rated",19091,5,5
"user_224","movie_1441","rated",19092,3,3
"user_301","movie_743","rated",19093,2,2
"user_350","movie_604","rated",19094,5,5
"user_325","movie_133","rated",19095,3,3
"user_121","movie_275","rated",19096,4,4
"user_396","movie_977","rated",19097,3,3
"user_211","movie_228","rated",19098,3,3
"user_52","movie_742","rated",19099,4,4
"user_313","movie_66","rated",19100,1,1
"user_448","movie_360","rated",19101,4,4
"user_269","movie_568","rated",19102,2,2
"user_326","movie_603","rated",19103,4,4
"user_13","movie_878","rated",19104,1,1
"user_286","movie_91","rated",19105,4,4
"user_254","movie_561","rated",19106,3,3
"user_392","movie_8","rated",19107,5,5
"user_92","movie_412","rated",19108,2,2
"user_392","movie_511","rated",19109,5,5
"user_417","movie_545","rated",19110,1,1
"user_401","movie_65","rated",19111,4,4
"user_385","movie_403","rated",19112,3,3
"user_214","movie_185","rated",19113,5,5
"user_416","movie_301","rated",19114,5,5
"user_87","movie_4","rated",19115,5,5
"user_311","movie_604","rated",19116,3,3
"user_210","movie_127","rated",19117,5,5
"user_303","movie_1210","rated",19118,1,1
"user_387","movie_458","rated",19119,1,1
"user_354","movie_740","rated",19120,4,4
"user_90","movie_33","rated",19121,4,4
"user_144","movie_942","rated",19122,4,4
"user_422","movie_379","rated",19123,2,2
"user_26","movie_926","rated",19124,2,2
"user_425","movie_281","rated",19125,2,2
"user_130","movie_68","rated",19126,5,5
"user_71","movie_154","rated",19127,3,3
"user_407","movie_746","rated",19128,4,4
"user_423","movie_348","rated",19129,3,3
"user_374","movie_717","rated",19130,3,3
"user_119","movie_1261","rated",19131,4,4
"user_345","movie_476","rated",19132,3,3
"user_43","movie_879","rated",19133,4,4
"user_239","movie_736","rated",19134,5,5
"user_145","movie_431","rated",19135,5,5
"user_276","movie_124","rated",19136,5,5
"user_68","movie_125","rated",19137,1,1
"user_109","movie_214","rated",19138,1,1
"user_347","movie_127","rated",19139,5,5
"user_387","movie_39","rated",19140,3,3
"user_125","movie_1060","rated",19141,4,4
"user_393","movie_54","rated",19142,4,4
"user_377","movie_164","rated",19143,4,4
"user_265","movie_934","rated",19144,3,3
"user_222","movie_70","rated",19145,3,3
"user_258","movie_289","rated",19146,2,2
"user_115","movie_77","rated",19147,2,2
"user_405","movie_318","rated",19148,5,5
"user_299","movie_56","rated",19149,4,4
"user_405","movie_670","rated",19150,1,1
"user_221","movie_403","rated",19151,4,4
"user_211","movie_69","rated",19152,3,3
"user_313","movie_403","rated",19153,3,3
"user_398","movie_65","rated",19154,3,3
"user_385","movie_523","rated",19155,4,4
"user_299","movie_170","rated",19156,5,5
"user_232","movie_270","rated",19157,3,3
"user_130","movie_721","rated",19158,3,3
"user_92","movie_455","rated",19159,2,2
"user_326","movie_48","rated",19160,3,3
"user_437","movie_696","rated",19161,3,3
"user_395","movie_64","rated",19162,5,5
"user_224","movie_11","rated",19163,3,3
"user_200","movie_393","rated",19164,4,4
"user_56","movie_372","rated",19165,3,3
"user_354","movie_584","rated",19166,5,5
"user_453","movie_248","rated",19167,4,4
"user_27","movie_325","rated",19168,2,2
"user_287","movie_340","rated",19169,5,5
"user_115","movie_269","rated",19170,3,3
"user_379","movie_157","rated",19171,4,4
"user_334","movie_449","rated",19172,3,3
"user_363","movie_554","rated",19173,1,1
"user_106","movie_956","rated",19174,3,3
"user_194","movie_180","rated",19175,3,3
"user_72","movie_38","rated",19176,3,3
"user_194","movie_951","rated",19177,3,3
"user_181","movie_278","rated",19178,2,2
"user_49","movie_413","rated",19179,1,1
"user_357","movie_977","rated",19180,5,5
"user_408","movie_258","rated",19181,3,3
"user_92","movie_209","rated",19182,5,5
"user_348","movie_1061","rated",19183,5,5
"user_442","movie_41","rated",19184,4,4
"user_194","movie_64","rated",19185,5,5
"user_61","movie_347","rated",19186,5,5
"user_48","movie_228","rated",19187,3,3
"user_399","movie_475","rated",19188,5,5
"user_58","movie_89","rated",19189,3,3
"user_43","movie_155","rated",19190,4,4
"user_455","movie_629","rated",19191,3,3
"user_374","movie_310","rated",19192,5,5
"user_115","movie_22","rated",19193,3,3
"user_18","movie_961","rated",19194,3,3
"user_409","movie_87","rated",19195,3,3
"user_389","movie_142","rated",19196,3,3
"user_11","movie_191","rated",19197,4,4
"user_26","movie_1009","rated",19198,2,2
"user_387","movie_203","rated",19199,4,4
"user_236","movie_69","rated",19200,5,5
"user_130","movie_564","rated",19201,4,4
"user_244","movie_739","rated",19202,3,3
"user_416","movie_266","rated",19203,3,3
"user_193","movie_194","rated",19204,4,4
"user_119","movie_1160","rated",19205,5,5
"user_290","movie_742","rated",19206,2,2
"user_307","movie_82","rated",19207,4,4
"user_189","movie_820","rated",19208,1,1
"user_391","movie_127","rated",19209,5,5
"user_318","movie_792","rated",19210,2,2
"user_342","movie_815","rated",19211,4,4
"user_373","movie_100","rated",19212,3,3
"user_326","movie_86","rated",19213,2,2
"user_312","movie_204","rated",19214,4,4
"user_314","movie_88","rated",19215,5,5
"user_308","movie_284","rated",19216,4,4
"user_269","movie_1154","rated",19217,3,3
"user_374","movie_168","rated",19218,1,1
"user_167","movie_719","rated",19219,1,1
"user_81","movie_147","rated",19220,4,4
"user_94","movie_92","rated",19221,4,4
"user_82","movie_513","rated",19222,4,4
"user_422","movie_200","rated",19223,5,5
"user_303","movie_268","rated",19224,5,5
"user_322","movie_514","rated",19225,4,4
"user_213","movie_100","rated",19226,5,5
"user_148","movie_588","rated",19227,4,4
"user_270","movie_181","rated",19228,4,4
"user_230","movie_70","rated",19229,4,4
"user_85","movie_95","rated",19230,4,4
"user_253","movie_333","rated",19231,2,2
"user_251","movie_252","rated",19232,3,3
"user_16","movie_496","rated",19233,5,5
"user_373","movie_559","rated",19234,3,3
"user_442","movie_578","rated",19235,2,2
"user_5","movie_391","rated",19236,4,4
"user_301","movie_176","rated",19237,4,4
"user_344","movie_295","rated",19238,3,3
"user_49","movie_268","rated",19239,3,3
"user_255","movie_234","rated",19240,5,5
"user_151","movie_729","rated",19241,4,4
"user_23","movie_50","rated",19242,4,4
"user_160","movie_1073","rated",19243,4,4
"user_273","movie_305","rated",19244,4,4
"user_7","movie_653","rated",19245,4,4
"user_374","movie_544","rated",19246,1,1
"user_58","movie_120","rated",19247,2,2
"user_405","movie_28","rated",19248,4,4
"user_271","movie_485","rated",19249,4,4
"user_301","movie_443","rated",19250,4,4
"user_394","movie_228","rated",19251,5,5
"user_313","movie_516","rated",19252,4,4
"user_262","movie_1048","rated",19253,2,2
"user_326","movie_615","rated",19254,4,4
"user_338","movie_435","rated",19255,4,4
"user_160","movie_1016","rated",19256,4,4
"user_299","movie_607","rated",19257,4,4
"user_256","movie_1090","rated",19258,2,2
"user_145","movie_620","rated",19259,3,3
"user_391","movie_507","rated",19260,4,4
"user_60","movie_199","rated",19261,5,5
"user_328","movie_7","rated",19262,4,4
"user_51","movie_485","rated",19263,1,1
"user_62","movie_14","rated",19264,4,4
"user_301","movie_552","rated",19265,3,3
"user_91","movie_97","rated",19266,5,5
"user_392","movie_298","rated",19267,1,1
"user_184","movie_742","rated",19268,3,3
"user_380","movie_114","rated",19269,3,3
"user_222","movie_120","rated",19270,2,2
"user_405","movie_437","rated",19271,1,1
"user_389","movie_151","rated",19272,4,4
"user_222","movie_763","rated",19273,3,3
"user_14","movie_285","rated",19274,5,5
"user_363","movie_154","rated",19275,4,4
"user_298","movie_99","rated",19276,3,3
"user_93","movie_125","rated",19277,1,1
"user_380","movie_465","rated",19278,4,4
"user_287","movie_208","rated",19279,4,4
"user_301","movie_120","rated",19280,2,2
"user_141","movie_290","rated",19281,1,1
"user_335","movie_288","rated",19282,4,4
"user_374","movie_233","rated",19283,3,3
"user_222","movie_403","rated",19284,3,3
"user_435","movie_173","rated",19285,5,5
"user_274","movie_471","rated",19286,4,4
"user_433","movie_50","rated",19287,5,5
"user_297","movie_118","rated",19288,3,3
"user_450","movie_194","rated",19289,5,5
"user_377","movie_1105","rated",19290,3,3
"user_293","movie_924","rated",19291,2,2
"user_436","movie_742","rated",19292,5,5
"user_22","movie_871","rated",19293,3,3
"user_222","movie_808","rated",19294,3,3
"user_37","movie_948","rated",19295,4,4
"user_62","movie_162","rated",19296,4,4
"user_389","movie_1286","rated",19297,5,5
"user_448","movie_262","rated",19298,4,4
"user_457","movie_182","rated",19299,4,4
"user_235","movie_79","rated",19300,4,4
"user_447","movie_234","rated",19301,4,4
"user_454","movie_161","rated",19302,4,4
"user_456","movie_175","rated",19303,3,3
"user_6","movie_100","rated",19304,5,5
"user_342","movie_160","rated",19305,3,3
"user_397","movie_117","rated",19306,3,3
"user_181","movie_690","rated",19307,3,3
"user_334","movie_408","rated",19308,4,4
"user_339","movie_1","rated",19309,5,5
"user_425","movie_259","rated",19310,1,1
"user_206","movie_313","rated",19311,5,5
"user_379","movie_82","rated",19312,4,4
"user_450","movie_902","rated",19313,4,4
"user_417","movie_762","rated",19314,3,3
"user_405","movie_192","rated",19315,5,5
"user_96","movie_96","rated",19316,4,4
"user_387","movie_55","rated",19317,3,3
"user_62","movie_921","rated",19318,2,2
"user_145","movie_796","rated",19319,3,3
"user_258","movie_272","rated",19320,5,5
"user_324","movie_9","rated",19321,5,5
"user_339","movie_196","rated",19322,4,4
"user_358","movie_59","rated",19323,4,4
"user_125","movie_50","rated",19324,5,5
"user_417","movie_1047","rated",19325,4,4
"user_426","movie_429","rated",19326,5,5
"user_287","movie_748","rated",19327,4,4
"user_405","movie_1586","rated",19328,1,1
"user_303","movie_185","rated",19329,5,5
"user_25","movie_275","rated",19330,4,4
"user_24","movie_117","rated",19331,4,4
"user_60","movie_1123","rated",19332,4,4
"user_416","movie_734","rated",19333,3,3
"user_192","movie_258","rated",19334,5,5
"user_406","movie_647","rated",19335,5,5
"user_286","movie_214","rated",19336,1,1
"user_283","movie_194","rated",19337,4,4
"user_12","movie_318","rated",19338,5,5
"user_414","movie_294","rated",19339,2,2
"user_154","movie_135","rated",19340,5,5
"user_91","movie_357","rated",19341,5,5
"user_440","movie_1038","rated",19342,5,5
"user_343","movie_100","rated",19343,5,5
"user_267","movie_727","rated",19344,4,4
"user_328","movie_623","rated",19345,3,3
"user_433","movie_325","rated",19346,2,2
"user_428","movie_343","rated",19347,2,2
"user_60","movie_443","rated",19348,4,4
"user_354","movie_498","rated",19349,4,4
"user_343","movie_188","rated",19350,4,4
"user_320","movie_156","rated",19351,5,5
"user_410","movie_748","rated",19352,2,2
"user_303","movie_825","rated",19353,3,3
"user_64","movie_125","rated",19354,2,2
"user_263","movie_22","rated",19355,5,5
"user_174","movie_476","rated",19356,4,4
"user_453","movie_246","rated",19357,5,5
"user_125","movie_801","rated",19358,3,3
"user_301","movie_22","rated",19359,4,4
"user_416","movie_246","rated",19360,4,4
"user_88","movie_886","rated",19361,5,5
"user_451","movie_294","rated",19362,5,5
"user_435","movie_185","rated",19363,4,4
"user_287","movie_250","rated",19364,3,3
"user_393","movie_313","rated",19365,4,4
"user_184","movie_164","rated",19366,3,3
"user_405","movie_1318","rated",19367,1,1
"user_276","movie_549","rated",19368,3,3
"user_420","movie_302","rated",19369,4,4
"user_444","movie_751","rated",19370,4,4
"user_417","movie_23","rated",19371,3,3
"user_234","movie_218","rated",19372,2,2
"user_394","movie_117","rated",19373,5,5
"user_426","movie_486","rated",19374,3,3
"user_34","movie_286","rated",19375,5,5
"user_366","movie_854","rated",19376,5,5
"user_114","movie_179","rated",19377,5,5
"user_233","movie_249","rated",19378,5,5
"user_354","movie_479","rated",19379,4,4
"user_378","movie_110","rated",19380,3,3
"user_92","movie_925","rated",19381,3,3
"user_401","movie_13","rated",19382,2,2
"user_148","movie_993","rated",19383,4,4
"user_73","movie_173","rated",19384,5,5
"user_55","movie_257","rated",19385,3,3
"user_217","movie_176","rated",19386,4,4
"user_94","movie_810","rated",19387,3,3
"user_207","movie_191","rated",19388,4,4
"user_123","movie_143","rated",19389,5,5
"user_442","movie_129","rated",19390,4,4
"user_99","movie_472","rated",19391,3,3
"user_429","movie_127","rated",19392,4,4
"user_76","movie_327","rated",19393,3,3
"user_201","movie_100","rated",19394,4,4
"user_436","movie_226","rated",19395,4,4
"user_287","movie_298","rated",19396,4,4
"user_157","movie_508","rated",19397,5,5
"user_343","movie_52","rated",19398,5,5
"user_437","movie_652","rated",19399,4,4
"user_393","movie_36","rated",19400,3,3
"user_206","movie_340","rated",19401,3,3
"user_98","movie_173","rated",19402,1,1
"user_425","movie_210","rated",19403,3,3
"user_130","movie_433","rated",19404,3,3
"user_450","movie_1263","rated",19405,4,4
"user_85","movie_250","rated",19406,3,3
"user_366","movie_219","rated",19407,5,5
"user_379","movie_270","rated",19408,3,3
"user_380","movie_449","rated",19409,3,3
"user_397","movie_657","rated",19410,5,5
"user_361","movie_173","rated",19411,5,5
"user_347","movie_721","rated",19412,5,5
"user_305","movie_237","rated",19413,2,2
"user_181","movie_986","rated",19414,2,2
"user_447","movie_100","rated",19415,5,5
"user_398","movie_152","rated",19416,4,4
"user_160","movie_969","rated",19417,1,1
"user_214","movie_340","rated",19418,3,3
"user_327","movie_344","rated",19419,4,4
"user_293","movie_747","rated",19420,2,2
"user_394","movie_97","rated",19421,4,4
"user_449","movie_282","rated",19422,3,3
"user_42","movie_866","rated",19423,4,4
"user_264","movie_671","rated",19424,4,4
"user_439","movie_13","rated",19425,3,3
"user_222","movie_215","rated",19426,4,4
"user_248","movie_114","rated",19427,5,5
"user_82","movie_1162","rated",19428,1,1
"user_388","movie_326","rated",19429,5,5
"user_62","movie_55","rated",19430,5,5
"user_390","movie_328","rated",19431,4,4
"user_307","movie_145","rated",19432,4,4
"user_55","movie_273","rated",19433,5,5
"user_224","movie_15","rated",19434,4,4
"user_15","movie_815","rated",19435,1,1
"user_89","movie_213","rated",19436,4,4
"user_250","movie_96","rated",19437,2,2
"user_130","movie_890","rated",19438,4,4
"user_374","movie_651","rated",19439,4,4
"user_254","movie_1133","rated",19440,3,3
"user_318","movie_142","rated",19441,4,4
"user_186","movie_596","rated",19442,4,4
"user_96","movie_79","rated",19443,4,4
"user_311","movie_451","rated",19444,3,3
"user_450","movie_64","rated",19445,4,4
"user_452","movie_435","rated",19446,3,3
"user_99","movie_273","rated",19447,5,5
"user_308","movie_492","rated",19448,3,3
"user_90","movie_514","rated",19449,3,3
"user_65","movie_216","rated",19450,4,4
"user_393","movie_805","rated",19451,2,2
"user_450","movie_1036","rated",19452,2,2
"user_367","movie_379","rated",19453,4,4
"user_385","movie_257","rated",19454,3,3
"user_150","movie_458","rated",19455,4,4
"user_254","movie_679","rated",19456,2,2
"user_330","movie_73","rated",19457,5,5
"user_380","movie_631","rated",19458,4,4
"user_274","movie_164","rated",19459,5,5
"user_409","movie_325","rated",19460,4,4
"user_238","movie_298","rated",19461,5,5
"user_268","movie_1065","rated",19462,4,4
"user_97","movie_357","rated",19463,5,5
"user_221","movie_76","rated",19464,4,4
"user_313","movie_218","rated",19465,2,2
"user_10","movie_144","rated",19466,4,4
"user_450","movie_942","rated",19467,5,5
"user_109","movie_380","rated",19468,5,5
"user_268","movie_527","rated",19469,4,4
"user_354","movie_131","rated",19470,3,3
"user_312","movie_520","rated",19471,5,5
"user_145","movie_238","rated",19472,4,4
"user_253","movie_98","rated",19473,5,5
"user_354","movie_692","rated",19474,2,2
"user_458","movie_1101","rated",19475,4,4
"user_270","movie_258","rated",19476,3,3
"user_429","movie_1028","rated",19477,3,3
"user_381","movie_133","rated",19478,5,5
"user_12","movie_282","rated",19479,5,5
"user_13","movie_678","rated",19480,3,3
"user_392","movie_872","rated",19481,4,4
"user_52","movie_475","rated",19482,4,4
"user_198","movie_660","rated",19483,4,4
"user_262","movie_736","rated",19484,3,3
"user_342","movie_1163","rated",19485,3,3
"user_442","movie_572","rated",19486,3,3
"user_314","movie_111","rated",19487,4,4
"user_279","movie_831","rated",19488,5,5
"user_288","movie_318","rated",19489,4,4
"user_256","movie_121","rated",19490,5,5
"user_401","movie_473","rated",19491,1,1
"user_303","movie_948","rated",19492,2,2
"user_280","movie_1181","rated",19493,2,2
"user_99","movie_338","rated",19494,4,4
"user_194","movie_95","rated",19495,3,3
"user_347","movie_98","rated",19496,5,5
"user_96","movie_198","rated",19497,5,5
"user_405","movie_941","rated",19498,1,1
"user_164","movie_1025","rated",19499,4,4
"user_92","movie_727","rated",19500,4,4
"user_381","movie_485","rated",19501,4,4
"user_41","movie_286","rated",19502,4,4
"user_303","movie_286","rated",19503,5,5
"user_293","movie_22","rated",19504,3,3
"user_311","movie_318","rated",19505,5,5
"user_58","movie_194","rated",19506,3,3
"user_338","movie_480","rated",19507,5,5
"user_117","movie_298","rated",19508,5,5
"user_407","movie_163","rated",19509,3,3
"user_16","movie_812","rated",19510,2,2
"user_92","movie_725","rated",19511,3,3
"user_274","movie_181","rated",19512,5,5
"user_129","movie_327","rated",19513,3,3
"user_416","movie_230","rated",19514,4,4
"user_308","movie_675","rated",19515,4,4
"user_450","movie_467","rated",19516,4,4
"user_447","movie_68","rated",19517,5,5
"user_390","movie_289","rated",19518,3,3
"user_239","movie_340","rated",19519,5,5
"user_220","movie_268","rated",19520,4,4
"user_339","movie_411","rated",19521,2,2
"user_409","movie_168","rated",19522,5,5
"user_276","movie_154","rated",19523,4,4
"user_267","movie_222","rated",19524,4,4
"user_13","movie_210","rated",19525,3,3
"user_451","movie_300","rated",19526,4,4
"user_430","movie_129","rated",19527,5,5
"user_437","movie_1153","rated",19528,5,5
"user_256","movie_748","rated",19529,4,4
"user_303","movie_507","rated",19530,5,5
"user_401","movie_162","rated",19531,5,5
"user_437","movie_118","rated",19532,2,2
"user_416","movie_54","rated",19533,5,5
"user_295","movie_191","rated",19534,5,5
"user_125","movie_1249","rated",19535,3,3
"user_181","movie_329","rated",19536,1,1
"user_219","movie_215","rated",19537,5,5
"user_313","movie_226","rated",19538,4,4
"user_383","movie_483","rated",19539,5,5
"user_406","movie_238","rated",19540,2,2
"user_222","movie_248","rated",19541,4,4
"user_182","movie_123","rated",19542,4,4
"user_184","movie_254","rated",19543,2,2
"user_295","movie_94","rated",19544,4,4
"user_256","movie_831","rated",19545,4,4
"user_325","movie_345","rated",19546,3,3
"user_160","movie_864","rated",19547,1,1
"user_128","movie_54","rated",19548,2,2
"user_437","movie_499","rated",19549,5,5
"user_327","movie_419","rated",19550,4,4
"user_116","movie_993","rated",19551,2,2
"user_267","movie_480","rated",19552,4,4
"user_378","movie_665","rated",19553,2,2
"user_13","movie_524","rated",19554,4,4
"user_48","movie_425","rated",19555,3,3
"user_405","movie_565","rated",19556,2,2
"user_307","movie_462","rated",19557,4,4
"user_258","movie_332","rated",19558,5,5
"user_181","movie_763","rated",19559,1,1
"user_5","movie_379","rated",19560,3,3
"user_416","movie_287","rated",19561,4,4
"user_130","movie_684","rated",19562,5,5
"user_184","movie_942","rated",19563,3,3
"user_46","movie_294","rated",19564,2,2
"user_378","movie_328","rated",19565,3,3
"user_378","movie_433","rated",19566,4,4
"user_407","movie_418","rated",19567,4,4
"user_43","movie_237","rated",19568,4,4
"user_246","movie_1232","rated",19569,1,1
"user_398","movie_393","rated",19570,5,5
"user_450","movie_1212","rated",19571,4,4
"user_355","movie_872","rated",19572,4,4
"user_397","movie_322","rated",19573,1,1
"user_399","movie_273","rated",19574,3,3
"user_343","movie_729","rated",19575,3,3
"user_458","movie_144","rated",19576,4,4
"user_456","movie_715","rated",19577,3,3
"user_108","movie_471","rated",19578,2,2
"user_405","movie_228","rated",19579,1,1
"user_94","movie_23","rated",19580,5,5
"user_296","movie_269","rated",19581,5,5
"user_151","movie_546","rated",19582,2,2
"user_102","movie_1239","rated",19583,2,2
"user_314","movie_246","rated",19584,5,5
"user_295","movie_142","rated",19585,4,4
"user_345","movie_235","rated",19586,3,3
"user_70","movie_193","rated",19587,4,4
"user_63","movie_1137","rated",19588,5,5
"user_325","movie_483","rated",19589,5,5
