id,age,gender,label
"user_836",44,"MALE","artist"
"user_837",36,"FEMALE","artist"
"user_838",23,"MALE","student"
"user_839",38,"FEMALE","entertainment"
"user_840",39,"MALE","artist"
"user_841",45,"MALE","doctor"
"user_842",40,"MALE","writer"
"user_843",35,"MALE","librarian"
"user_844",22,"MALE","engineer"
"user_845",64,"MALE","doctor"
"user_846",27,"MALE","lawyer"
"user_847",29,"MALE","student"
"user_848",46,"MALE","engineer"
"user_849",15,"FEMALE","student"
"user_850",34,"MALE","technician"
"user_851",18,"MALE","other"
"user_852",46,"MALE","administrator"
"user_853",49,"MALE","writer"
"user_854",29,"FEMALE","student"
"user_855",53,"MALE","librarian"
"user_856",43,"FEMALE","marketing"
"user_857",35,"FEMALE","administrator"
"user_858",63,"MALE","educator"
"user_859",18,"FEMALE","other"
"user_860",70,"FEMALE","retired"
"user_861",38,"FEMALE","student"
"user_862",25,"MALE","executive"
"user_863",17,"MALE","student"
"user_864",27,"MALE","programmer"
"user_865",25,"MALE","artist"
"user_866",45,"MALE","other"
"user_867",24,"MALE","scientist"
"user_868",21,"MALE","programmer"
"user_869",30,"MALE","student"
"user_870",22,"MALE","student"
"user_871",31,"MALE","executive"
"user_872",19,"FEMALE","student"
"user_873",48,"FEMALE","administrator"
"user_874",36,"MALE","scientist"
"user_875",24,"FEMALE","student"
"user_876",41,"MALE","other"
"user_877",30,"MALE","other"
"user_878",50,"FEMALE","educator"
"user_879",33,"FEMALE","administrator"
"user_880",13,"MALE","student"
"user_881",39,"MALE","marketing"
"user_882",35,"MALE","engineer"
"user_883",49,"MALE","librarian"
"user_884",44,"MALE","engineer"
"user_885",30,"FEMALE","other"
"user_886",20,"MALE","student"
"user_887",14,"FEMALE","student"
"user_888",41,"MALE","scientist"
"user_889",24,"MALE","technician"
"user_890",32,"MALE","student"
"user_891",51,"FEMALE","administrator"
"user_892",36,"MALE","other"
"user_893",25,"MALE","student"
"user_894",47,"MALE","educator"
"user_895",31,"FEMALE","librarian"
"user_896",28,"MALE","writer"
"user_897",30,"MALE","other"
"user_898",23,"MALE","homemaker"
"user_899",32,"MALE","other"
"user_900",60,"MALE","retired"
"user_901",38,"MALE","executive"
"user_902",45,"FEMALE","artist"
"user_903",28,"MALE","educator"
"user_904",17,"FEMALE","student"
"user_905",27,"MALE","other"
"user_906",45,"MALE","librarian"
"user_907",25,"FEMALE","other"
"user_908",44,"FEMALE","librarian"
"user_909",50,"FEMALE","educator"
"user_910",28,"MALE","healthcare"
"user_911",37,"FEMALE","writer"
"user_912",51,"MALE","other"
"user_913",27,"MALE","student"
"user_914",44,"FEMALE","other"
"user_915",50,"MALE","entertainment"
"user_916",27,"MALE","engineer"
"user_917",22,"FEMALE","student"
"user_918",40,"MALE","scientist"
"user_919",25,"MALE","other"
"user_920",30,"FEMALE","artist"
"user_921",20,"FEMALE","student"
"user_922",29,"FEMALE","administrator"
"user_923",21,"MALE","student"
"user_924",29,"MALE","other"
"user_925",18,"FEMALE","salesman"
"user_926",49,"MALE","entertainment"
"user_927",23,"MALE","programmer"
"user_928",21,"MALE","student"
"user_929",44,"MALE","scientist"
"user_930",28,"FEMALE","scientist"
"user_931",60,"MALE","educator"
"user_932",58,"MALE","educator"
"user_933",28,"MALE","student"
"user_934",61,"MALE","engineer"
"user_935",42,"MALE","doctor"
"user_936",24,"MALE","other"
"user_937",48,"MALE","educator"
"user_938",38,"FEMALE","technician"
"user_939",26,"FEMALE","student"
"user_940",32,"MALE","administrator"
"user_941",20,"MALE","student"
"user_942",48,"FEMALE","librarian"
"user_943",22,"MALE","student"
